11.0,17.0,12.0,11.0,7.0,8.0,11.0,14.0,11.0,20.0,15.0,15.0,10.0,16.0,10.0,7.0,11.0,18.0,9.0,15.0,11.0,11.0,7.0,17.0,9.0,15.0,19.0,15.0,8.0,14.0,6.0,8.0,15.0,5.0,12.0,12.0,9.0,13.0,13.0,13.0,10.0,11.0,7.0,12.0,6.0,8.0,9.0,11.0,20.0,9.0,32.0,13.0,20.0,13.0,8.0,13.0,11.0,13.0,14.0,9.0,15.0,7.0,16.0,21.0,16.0,5.0,24.0,8.0,10.0,16.0,12.0,15.0,10.0,14.0,12.0,16.0,22.0,17.0,25.0,9.0,5.0,36.0,15.0,16.0,10.0,14.0,6.0,15.0,12.0,15.0,14.0,12.0,14.0,13.0,13.0,9.0,14.0,15.0,7.0,14.0,14.0,12.0,15.0,14.0,13.0,13.0,8.0,9.0,10.0,11.0,7.0,10.0,13.0,7.0,10.0,12.0,9.0,15.0,7.0,15.0,12.0,14.0,7.0,10.0,11.0,18.0,12.0,11.0,16.0,6.0,9.0,16.0,21.0,17.0,19.0,15.0,16.0,5.0,13.0,17.0,17.0,16.0,13.0,5.0,7.0,15.0,14.0,23.0,15.0,14.0,9.0,18.0,19.0,10.0,29.0,10.0,14.0,6.0,3.0,9.0,8.0,10.0,11.0,6.0,15.0,9.0,4.0,14.0,12.0,10.0,15.0,18.0,10.0,15.0,21.0,23.0,11.0,7.0,14.0,7.0,14.0,10.0,5.0,18.0,13.0,10.0,6.0,12.0,15.0,11.0,21.0,12.0,11.0,10.0,30.0,10.0,11.0,18.0,15.0,22.0
12.0,14.0,17.0,9.0,12.0,5.0,12.0,4.0,8.0,15.0,4.0,13.0,15.0,11.0,22.0,16.0,11.0,14.0,10.0,10.0,21.0,14.0,8.0,12.0,25.0,15.0,2.0,14.0,11.0,4.0,10.0,17.0,8.0,12.0,13.0,7.0,13.0,12.0,6.0,15.0,15.0,13.0,8.0,8.0,7.0,15.0,8.0,22.0,15.0,11.0,14.0,14.0,6.0,12.0,11.0,16.0,15.0,22.0,21.0,13.0,15.0,13.0,13.0,17.0,13.0,13.0,14.0,18.0,14.0,5.0,23.0,20.0,23.0,10.0,18.0,10.0,15.0,20.0,9.0,6.0,12.0,15.0,6.0,16.0,464.0,248.0,707.0,1032.0,710.0,1063.0,1122.0,725.0,899.0,916.0,856.0,1119.0,1023.0,1028.0,388.0,788.0,628.0,435.0,726.0,580.0,635.0,853.0,851.0,694.0,846.0,732.0,606.0,819.0,767.0,404.0,788.0,800.0,416.0,800.0,845.0,426.0,866.0,837.0,395.0,817.0,843.0,427.0,744.0,801.0,355.0,716.0,789.0,351.0,681.0,726.0,264.0,704.0,728.0,399.0,749.0,336.0,600.0,664.0,202.0,680.0,627.0,151.0,748.0,779.0,325.0,709.0,805.0,249.0,722.0,728.0,266.0,677.0,285.0,597.0,712.0,213.0,606.0,520.0,302.0,594.0,171.0,540.0,544.0,110.0,419.0,353.0,341.0,166.0,227.0,89.0,76.0,30.0,32.0,27.0,32.0,23.0,31.0,21.0,18.0,28.0,16.0,22.0,11.0,13.0,23.0,22.0,26.0,22.0,11.0,13.0,19.0,18.0,13.0,30.0,8.0,22.0
2.0,13.0,12.0,21.0,12.0,12.0,5.0,16.0,21.0,11.0,22.0,11.0,17.0,12.0,15.0,15.0,18.0,9.0,18.0,11.0,14.0,10.0,7.0,20.0,4.0,8.0,10.0,15.0,19.0,14.0,13.0,15.0,14.0,13.0,9.0,9.0,9.0,14.0,14.0,5.0,3.0,21.0,14.0,14.0,13.0,8.0,15.0,30.0,9.0,17.0,18.0,11.0,12.0,19.0,17.0,28.0,14.0,12.0,14.0,14.0,21.0,16.0,16.0,152.0,109.0,518.0,946.0,1291.0,1176.0,1131.0,1380.0,1206.0,815.0,814.0,972.0,896.0,974.0,1043.0,403.0,740.0,833.0,291.0,741.0,404.0,564.0,708.0,202.0,749.0,799.0,454.0,815.0,885.0,307.0,772.0,807.0,316.0,812.0,793.0,279.0,829.0,874.0,279.0,735.0,758.0,364.0,736.0,778.0,383.0,730.0,685.0,359.0,785.0,649.0,578.0,804.0,602.0,533.0,750.0,530.0,612.0,748.0,324.0,603.0,671.0,127.0,635.0,610.0,86.0,596.0,588.0,379.0,635.0,257.0,618.0,755.0,213.0,668.0,359.0,506.0,660.0,184.0,550.0,325.0,395.0,512.0,98.0,444.0,374.0,201.0,323.0,315.0,237.0,255.0,232.0,136.0,175.0,85.0,82.0,34.0,54.0,34.0,23.0,20.0,19.0,16.0,22.0,33.0,24.0,19.0,11.0,19.0,14.0,25.0,12.0,13.0,14.0,25.0,10.0,19.0,8.0,17.0,19.0,12.0,8.0,10.0,9.0,13.0,32.0,14.0,14.0,12.0,5.0,34.0,22.0,13.0,10.0,13.0,22.0,10.0,8.0
17.0,13.0,10.0,15.0,19.0,12.0,24.0,22.0,17.0,13.0,6.0,14.0,23.0,10.0,24.0,20.0,11.0,26.0,9.0,18.0,8.0,17.0,17.0,13.0,5.0,24.0,18.0,17.0,7.0,11.0,18.0,12.0,11.0,15.0,29.0,18.0,19.0,39.0,12.0,9.0,15.0,28.0,25.0,12.0,11.0,11.0,9.0,10.0,14.0,7.0,13.0,10.0,14.0,24.0,6.0,15.0,11.0,26.0,27.0,292.0,222.0,1150.0,1158.0,1160.0,1452.0,1246.0,1233.0,1144.0,910.0,1028.0,795.0,775.0,494.0,792.0,797.0,366.0,797.0,721.0,238.0,812.0,622.0,98.0,761.0,945.0,446.0,848.0,948.0,334.0,827.0,828.0,383.0,800.0,829.0,403.0,798.0,597.0,600.0,755.0,330.0,656.0,755.0,290.0,858.0,713.0,293.0,751.0,844.0,279.0,665.0,756.0,279.0,670.0,734.0,314.0,676.0,535.0,498.0,681.0,343.0,614.0,619.0,100.0,637.0,584.0,80.0,572.0,377.0,399.0,615.0,254.0,648.0,666.0,176.0,610.0,562.0,297.0,596.0,141.0,565.0,597.0,116.0,509.0,220.0,502.0,437.0,92.0,348.0,261.0,308.0,91.0,190.0,149.0,77.0,70.0,28.0,29.0,27.0,16.0,27.0,29.0,25.0,21.0,11.0,22.0,29.0,22.0,7.0,8.0,11.0,22.0,16.0,14.0,10.0,34.0,20.0,13.0,6.0,11.0,7.0,19.0,11.0,12.0,12.0,6.0,19.0,14.0,13.0,13.0,6.0,9.0,14.0,14.0,14.0,31.0,19.0,14.0,13.0,17.0,10.0,16.0
6.0,11.0,8.0,14.0,9.0,15.0,13.0,15.0,23.0,15.0,12.0,21.0,7.0,11.0,14.0,11.0,14.0,11.0,31.0,30.0,18.0,13.0,13.0,18.0,16.0,17.0,13.0,15.0,13.0,7.0,19.0,23.0,11.0,15.0,11.0,10.0,24.0,18.0,12.0,12.0,18.0,8.0,11.0,25.0,18.0,19.0,11.0,35.0,21.0,16.0,15.0,39.0,20.0,26.0,40.0,299.0,182.0,526.0,802.0,1565.0,1383.0,1229.0,1425.0,1382.0,1092.0,1017.0,1321.0,682.0,833.0,813.0,422.0,894.0,661.0,190.0,769.0,803.0,138.0,761.0,712.0,197.0,753.0,890.0,485.0,822.0,862.0,458.0,821.0,791.0,339.0,749.0,705.0,391.0,715.0,675.0,431.0,726.0,645.0,382.0,686.0,610.0,519.0,710.0,642.0,502.0,705.0,639.0,501.0,675.0,615.0,496.0,654.0,548.0,453.0,617.0,426.0,510.0,585.0,288.0,544.0,513.0,91.0,531.0,484.0,115.0,479.0,262.0,449.0,527.0,133.0,539.0,584.0,156.0,526.0,155.0,535.0,562.0,122.0,477.0,160.0,488.0,497.0,66.0,414.0,320.0,378.0,334.0,183.0,458.0,176.0,203.0,121.0,121.0,56.0,31.0,34.0,35.0,22.0,22.0,15.0,25.0,20.0,13.0,27.0,21.0,22.0,11.0,17.0,10.0,17.0,11.0,5.0,20.0,17.0,15.0,9.0,17.0,5.0,26.0,17.0,6.0,11.0,24.0,14.0,11.0,11.0,20.0,9.0,17.0,8.0,9.0,15.0,8.0,19.0,15.0,10.0,9.0,12.0,16.0,11.0,17.0
12.0,18.0,11.0,12.0,7.0,23.0,23.0,15.0,14.0,11.0,4.0,12.0,13.0,15.0,19.0,15.0,20.0,18.0,17.0,13.0,11.0,17.0,17.0,16.0,16.0,12.0,9.0,23.0,8.0,23.0,22.0,7.0,22.0,34.0,5.0,15.0,13.0,14.0,30.0,14.0,14.0,30.0,23.0,18.0,172.0,133.0,321.0,664.0,1197.0,1272.0,1247.0,1547.0,1160.0,1028.0,1266.0,1036.0,844.0,842.0,701.0,182.0,829.0,725.0,121.0,807.0,659.0,94.0,678.0,608.0,223.0,667.0,565.0,531.0,865.0,742.0,720.0,805.0,542.0,726.0,821.0,484.0,737.0,849.0,314.0,907.0,852.0,350.0,733.0,754.0,312.0,710.0,760.0,287.0,790.0,845.0,249.0,841.0,883.0,284.0,859.0,753.0,365.0,805.0,823.0,392.0,823.0,781.0,376.0,760.0,730.0,331.0,764.0,536.0,143.0,651.0,522.0,93.0,558.0,526.0,194.0,580.0,534.0,387.0,586.0,186.0,615.0,599.0,114.0,539.0,367.0,467.0,538.0,94.0,501.0,480.0,286.0,373.0,219.0,413.0,185.0,122.0,75.0,32.0,51.0,32.0,28.0,23.0,23.0,7.0,22.0,11.0,14.0,18.0,21.0,23.0,19.0,15.0,13.0,22.0,14.0,17.0,16.0,9.0,14.0,16.0,9.0,12.0,13.0,13.0,14.0,11.0,20.0,7.0,12.0,16.0,9.0,7.0,15.0,10.0,11.0,9.0,8.0,18.0,24.0,8.0,16.0,8.0,21.0,10.0,16.0,5.0,5.0,20.0,7.0,9.0,13.0,9.0,4.0,12.0,14.0,8.0
6.0,14.0,15.0,12.0,17.0,19.0,6.0,17.0,10.0,4.0,7.0,15.0,12.0,13.0,17.0,10.0,8.0,5.0,20.0,13.0,19.0,14.0,14.0,27.0,8.0,8.0,14.0,11.0,17.0,23.0,9.0,10.0,9.0,14.0,14.0,11.0,10.0,15.0,4.0,15.0,16.0,255.0,94.0,264.0,784.0,878.0,898.0,610.0,995.0,971.0,403.0,719.0,416.0,569.0,670.0,97.0,719.0,552.0,335.0,689.0,127.0,739.0,675.0,243.0,717.0,604.0,455.0,738.0,212.0,751.0,791.0,235.0,722.0,746.0,260.0,717.0,275.0,689.0,822.0,202.0,768.0,850.0,224.0,777.0,724.0,322.0,684.0,619.0,515.0,663.0,570.0,733.0,730.0,555.0,666.0,704.0,442.0,783.0,718.0,420.0,686.0,708.0,292.0,761.0,707.0,230.0,697.0,450.0,203.0,515.0,275.0,535.0,465.0,99.0,545.0,534.0,255.0,575.0,144.0,552.0,541.0,218.0,528.0,116.0,467.0,377.0,299.0,390.0,69.0,436.0,253.0,235.0,145.0,114.0,103.0,57.0,29.0,30.0,22.0,29.0,18.0,18.0,6.0,11.0,16.0,8.0,18.0,15.0,8.0,16.0,20.0,15.0,12.0,15.0,11.0,18.0,10.0,15.0,10.0,8.0,8.0,18.0,10.0,9.0,14.0,11.0,10.0,13.0,13.0,9.0,9.0,15.0,14.0,12.0,19.0,8.0,15.0,7.0,25.0,13.0,12.0,10.0,14.0,9.0,12.0,10.0,19.0,9.0,18.0,13.0,20.0,15.0,6.0,14.0,8.0,11.0,14.0,8.0,10.0,15.0
9.0,17.0,8.0,18.0,8.0,14.0,16.0,23.0,11.0,6.0,14.0,13.0,10.0,11.0,8.0,15.0,3.0,7.0,15.0,4.0,14.0,6.0,17.0,19.0,11.0,15.0,10.0,12.0,11.0,20.0,6.0,13.0,6.0,13.0,9.0,16.0,15.0,9.0,22.0,13.0,12.0,13.0,12.0,337.0,118.0,228.0,637.0,1000.0,999.0,946.0,790.0,977.0,670.0,817.0,950.0,540.0,264.0,672.0,650.0,226.0,731.0,490.0,61.0,618.0,496.0,340.0,609.0,246.0,654.0,770.0,449.0,768.0,802.0,285.0,684.0,741.0,287.0,682.0,750.0,265.0,699.0,770.0,264.0,654.0,780.0,311.0,750.0,737.0,311.0,681.0,721.0,302.0,667.0,730.0,323.0,663.0,729.0,296.0,645.0,690.0,300.0,649.0,705.0,289.0,630.0,691.0,329.0,609.0,505.0,359.0,552.0,154.0,573.0,500.0,81.0,516.0,420.0,285.0,521.0,254.0,570.0,612.0,178.0,567.0,376.0,426.0,619.0,201.0,549.0,335.0,449.0,574.0,147.0,462.0,183.0,482.0,355.0,234.0,327.0,173.0,131.0,70.0,61.0,71.0,47.0,43.0,25.0,27.0,28.0,17.0,20.0,17.0,24.0,10.0,19.0,10.0,12.0,8.0,20.0,28.0,11.0,16.0,15.0,9.0,13.0,15.0,12.0,8.0,15.0,14.0,11.0,7.0,18.0,8.0,10.0,12.0,13.0,11.0,14.0,15.0,14.0,10.0,15.0,10.0,15.0,7.0,8.0,20.0,9.0,10.0,17.0,12.0,9.0,11.0,24.0,20.0,13.0,15.0,17.0,13.0
11.0,6.0,23.0,26.0,18.0,16.0,16.0,14.0,18.0,11.0,5.0,14.0,11.0,10.0,5.0,14.0,9.0,9.0,8.0,12.0,14.0,14.0,8.0,28.0,16.0,6.0,3.0,14.0,12.0,25.0,9.0,24.0,12.0,6.0,8.0,9.0,10.0,13.0,11.0,21.0,13.0,12.0,15.0,12.0,11.0,5.0,14.0,15.0,16.0,26.0,142.0,176.0,699.0,1263.0,1112.0,1105.0,1080.0,1115.0,776.0,1011.0,1102.0,628.0,1054.0,868.0,300.0,771.0,663.0,269.0,703.0,437.0,593.0,671.0,228.0,737.0,721.0,435.0,715.0,869.0,354.0,798.0,819.0,287.0,750.0,838.0,322.0,688.0,743.0,307.0,723.0,827.0,281.0,729.0,813.0,264.0,691.0,720.0,300.0,681.0,768.0,265.0,705.0,783.0,317.0,697.0,738.0,328.0,730.0,736.0,307.0,687.0,639.0,162.0,569.0,555.0,117.0,561.0,513.0,223.0,502.0,461.0,429.0,531.0,251.0,581.0,571.0,145.0,508.0,488.0,292.0,525.0,139.0,502.0,532.0,175.0,484.0,141.0,490.0,458.0,186.0,380.0,207.0,486.0,197.0,256.0,204.0,131.0,74.0,36.0,20.0,46.0,23.0,25.0,37.0,26.0,19.0,14.0,14.0,14.0,14.0,11.0,9.0,16.0,5.0,14.0,15.0,12.0,12.0,15.0,10.0,10.0,11.0,16.0,10.0,12.0,19.0,7.0,15.0,9.0,13.0,11.0,8.0,15.0,15.0,1.0,12.0,14.0,15.0,14.0,12.0,14.0,14.0,4.0,10.0,6.0,13.0,14.0,19.0,20.0,12.0,8.0
15.0,13.0,23.0,10.0,16.0,9.0,2.0,29.0,15.0,10.0,17.0,31.0,18.0,15.0,25.0,21.0,6.0,12.0,10.0,9.0,11.0,6.0,13.0,7.0,30.0,14.0,21.0,35.0,38.0,11.0,18.0,38.0,16.0,14.0,11.0,14.0,17.0,28.0,14.0,18.0,11.0,15.0,5.0,15.0,6.0,7.0,19.0,3.0,32.0,6.0,13.0,32.0,28.0,17.0,18.0,178.0,217.0,497.0,764.0,1241.0,1047.0,845.0,1080.0,1002.0,600.0,907.0,849.0,586.0,625.0,308.0,584.0,689.0,120.0,680.0,670.0,124.0,678.0,737.0,389.0,769.0,605.0,501.0,772.0,427.0,733.0,765.0,299.0,858.0,794.0,309.0,818.0,849.0,286.0,766.0,890.0,297.0,711.0,858.0,300.0,677.0,744.0,329.0,711.0,725.0,312.0,782.0,776.0,419.0,716.0,718.0,302.0,703.0,671.0,530.0,732.0,442.0,433.0,675.0,313.0,625.0,555.0,313.0,610.0,518.0,243.0,671.0,659.0,232.0,601.0,635.0,158.0,562.0,448.0,320.0,538.0,149.0,519.0,535.0,98.0,446.0,289.0,447.0,401.0,80.0,407.0,340.0,297.0,252.0,262.0,146.0,104.0,91.0,65.0,50.0,14.0,14.0,12.0,25.0,30.0,20.0,23.0,23.0,19.0,23.0,14.0,16.0,8.0,4.0,15.0,11.0,8.0,17.0,18.0,15.0,26.0,10.0,12.0,7.0,14.0,12.0,10.0,13.0,10.0,18.0,17.0,11.0,9.0,10.0,6.0,7.0,14.0,15.0,14.0,15.0,9.0,6.0,17.0,10.0,9.0,12.0
